ClassQualifiedName,CBO,CYCLO,DIT,ELOC,FanIn,LCOM,LOC,LOCNAMM,NMNOPARAM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,Complex_Class,Large_Class,Spaghetti_Code,project_name
org.apache.lucene.index.TestTerm,2,2,2,14,52,0,14,14,1,0,0,1,1,0,0,0,12,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestTermInfosReaderIndex,29,29,2,112,1,2,112,112,6,10,0,9,9,0,0.1111111111111111,0,11.11111111111111,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestTermVectorsReader,27,27,2,327,1,0,327,327,8,11,0,8,8,0,0.125,0,31,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestTermVectorsWriter,33,33,2,319,1,91,319,319,14,0,0,14,14,0,0,0,22.428571428571427,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.RepeatingTokenStream,9,9,2,33,2,0,33,33,2,6,0,3,3,0,0.3333333333333333,0,8.333333333333334,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestThreadedForceMerge,10,10,2,70,1,2,70,70,3,5,0,4,4,0,0,0,20.75,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestTieredMergePolicy,11,11,2,109,1,3,109,109,3,0,0,3,3,0,0,0,35.666666666666664,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestTransactionRollback,20,20,2,111,1,0,111,111,4,2,0,6,6,0,0.16666666666666666,0,11.666666666666666,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestTransactions,6,6,2,156,4,1,156,156,1,1,0,2,2,0,0,0,18.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TestUniqueTermCount,11,11,2,60,1,0,60,60,4,3,0,4,4,0,0.25,0,10.25,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.TestMultiAnalyzer,6,6,2,184,3,3,184,184,3,1,0,3,3,0,0,0,14,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.TestMultiFieldQueryParser,28,28,2,220,2,55,220,220,10,0,0,11,11,0,0,0,17.636363636363637,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.TestQueryParser,4,4,2,11,14,0,11,11,0,0,0,1,1,0,1,0,6,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.BaseTestRangeFilter,19,19,2,120,9,6,120,120,3,9,6,5,5,2,0,0,17.8,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MockFilter,5,5,2,13,5,0,13,13,2,1,0,3,3,0,0,0,3.3333333333333335,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MultiCollectorTest,8,8,2,54,1,3,54,54,3,0,0,3,3,0,0,0,11,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.SingleDocTestFilter,4,4,2,11,12,0,11,11,0,1,0,2,2,0,0,0,4,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestBoolean2,43,43,2,216,9,106,216,216,13,10,0,17,17,1,0.5882352941176471,0,11.823529411764707,43,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestBooleanMinShouldMatch,62,62,2,233,1,178,233,233,17,3,0,20,20,0,0.05,0,11.65,62,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestBooleanOr,17,17,2,99,1,2,99,99,7,9,0,8,8,0,0.125,0,11,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestBooleanQuery,16,16,2,187,7,10,187,187,5,0,0,5,5,0,0,0,37,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestBooleanScorer,33,33,2,104,1,25,104,104,8,4,0,15,15,0,0.06666666666666667,0,9.066666666666666,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestCachingCollector,29,29,2,112,1,22,112,112,6,2,0,9,9,0,0.1111111111111111,0,9.777777777777779,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestCachingSpanFilter,8,8,2,74,1,1,74,74,1,0,0,2,2,0,0,0,36,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestCachingWrapperFilter,31,31,2,180,1,55,180,180,6,0,0,11,11,0,0.09090909090909091,0,17.727272727272727,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestComplexExplanations,50,50,2,173,5,300,173,173,24,0,2,25,25,0,0.28,0,6.84,50,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestComplexExplanationsOfNonMatches,2,2,2,12,1,0,12,12,0,0,0,1,1,0,1,0,7,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestConstantScoreQuery,22,22,2,84,1,22,84,84,3,1,0,8,8,0,0,0,12.375,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestCustomSearcherSort,24,24,2,147,1,6,147,147,5,4,0,8,8,0,0.625,0,13.25,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestDateFilter,5,5,2,74,1,1,74,74,2,0,0,2,2,0,0,0,34,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestDateSort,9,9,2,56,1,0,56,56,3,4,0,4,4,0,0.25,0,11.75,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestDisjunctionMaxQuery,50,50,2,338,1,0,338,338,12,5,0,15,15,5,0.06666666666666667,0,20.533333333333335,50,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestDocBoost,11,11,2,54,1,0,54,54,2,2,0,5,5,0,0.2,0,12,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestDocIdSet,26,26,2,75,1,0,75,75,5,1,0,8,8,0,0.125,0,13.625,26,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestElevationComparator,12,12,2,60,1,4,60,60,1,1,0,4,4,0,0,0,14.25,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestExplanations,66,66,2,200,19,252,200,200,3,8,8,24,24,4,0.16666666666666666,0,7,66,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestFieldCache,34,34,2,209,7,0,209,209,8,3,0,8,8,0,0.125,0,30.625,34,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestFieldCacheRangeFilter,22,22,2,370,1,28,370,370,8,0,0,8,8,0,0,0,45.625,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestFieldCacheTermsFilter,3,3,2,39,1,0,39,39,1,0,0,1,1,0,0,0,33,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestFilteredQuery,28,28,2,164,1,0,164,164,10,5,0,13,13,0,0.23076923076923078,0,12.615384615384615,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestFilteredSearch,7,7,2,77,1,1,77,77,1,1,0,2,2,0,0,0,20,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestFuzzyQuery,15,15,2,280,1,15,280,280,5,0,0,6,6,0,0,0,45.833333333333336,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestLocaleMethods,24,24,2,97,1,0,97,97,6,6,0,8,8,0,0,0,11.125,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMatchAllDocsQuery,5,5,2,73,1,3,73,73,2,1,0,3,3,0,0,0,22.333333333333332,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMultiPhraseQuery,54,54,2,389,1,204,389,389,16,4,0,21,21,0,0.047619047619047616,0,16.761904761904763,54,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMultiSearcher,40,40,2,279,5,120,279,279,6,0,2,16,16,0,0.125,0,18.25,40,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMultiSearcherRanking,28,28,2,107,1,70,107,107,9,4,0,13,13,0,0.6923076923076923,0,7.538461538461538,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMultiTermConstantScore,57,57,2,425,1,128,425,425,14,5,0,24,24,1,0.3333333333333333,0,17.875,57,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMultiThreadTermVectors,16,16,2,64,1,0,64,64,3,3,0,4,4,2,0.25,0,14.75,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestMultiValuedNumericRangeQuery,5,5,2,41,1,0,41,41,1,0,0,1,1,0,0,0,39,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestNGramPhraseQuery,7,7,2,50,1,0,50,50,3,2,0,3,3,0,0.3333333333333333,0,15.333333333333334,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestNot,2,2,2,23,1,0,23,23,1,0,0,1,1,0,0,0,17,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestNumericRangeQuery32,99,99,2,439,1,627,439,439,30,6,0,39,39,0,0.6153846153846154,0,11.051282051282051,99,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestNumericRangeQuery64,113,113,2,460,1,921,460,460,37,6,0,46,46,0,0.6739130434782609,0,9.826086956521738,113,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestParallelMultiSearcher,6,6,2,16,1,0,16,16,1,1,0,2,2,0,0,0,5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPhrasePrefixQuery,4,4,2,52,1,0,52,52,1,0,0,1,1,0,0,0,47,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPhraseQuery,54,54,2,481,1,0,481,481,20,5,0,22,22,1,0.045454545454545456,0,21.5,54,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPositionIncrement,17,17,2,199,3,0,199,199,4,6,0,5,5,0,0,0,43.8,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPositiveScoresOnlyCollector,6,6,2,53,1,0,53,53,1,1,0,1,1,0,0,0,31,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPrefixFilter,3,3,2,57,1,0,57,57,1,0,0,1,1,0,0,0,52,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPrefixInBooleanQuery,13,13,2,58,1,0,58,58,6,4,0,6,6,0,0.16666666666666666,0,8.166666666666666,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPrefixQuery,3,3,2,27,1,0,27,27,1,0,0,1,1,0,0,0,22,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestPrefixRandom,10,10,2,92,1,0,92,92,3,3,0,4,4,0,0.25,0,11.25,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestQueryTermVector,3,3,2,27,1,1,27,27,1,0,0,2,2,0,0,0,12.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestQueryWrapperFilter,13,13,2,126,1,6,126,126,4,0,0,4,4,0,0,0,31,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestScoreCachingWrappingScorer,4,4,2,60,1,0,60,60,1,1,0,1,1,0,0,0,12,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestScorerPerf,44,44,2,225,1,6,225,225,2,6,0,12,12,0,0,0,15,44,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSearchAfter,14,14,2,63,1,4,63,63,3,3,0,5,5,0,0.4,0,11,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSearchWithThreads,12,12,2,69,1,0,69,69,2,4,0,2,2,0,0,0,42,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSetNorm,11,11,2,52,1,0,52,52,2,2,0,5,5,0,0.2,0,11.6,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSimilarity,31,31,2,126,15,60,126,126,5,5,0,17,17,0,0,0,7.882352941176471,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSimpleExplanations,139,139,2,330,11,2346,330,330,69,0,2,69,69,0,0.5942028985507246,0,4.7101449275362315,139,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSimpleExplanationsOfNonMatches,2,2,2,12,1,0,12,12,0,0,0,1,1,0,1,0,7,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSloppyPhraseQuery,44,44,2,203,2,122,203,203,10,16,0,17,17,0,0,0,11.647058823529411,44,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSort,152,152,2,843,9,674,843,843,37,15,0,56,56,0,0.23214285714285715,0,14.267857142857142,152,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSpanQueryFilter,9,9,2,43,1,3,43,43,1,0,0,3,3,0,0,0,13.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestSubScorerFreqs,15,15,2,139,1,0,139,139,5,3,0,5,5,0,0,0,17.4,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTermRangeFilter,13,13,2,232,1,15,232,232,6,0,0,6,6,0,0,0,37.833333333333336,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTermRangeQuery,37,37,2,300,1,0,300,300,12,2,0,17,17,0,0.17647058823529413,0,15.117647058823529,37,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTermScorer,20,20,2,93,1,0,93,93,6,7,0,9,9,0,0.1111111111111111,0,10.11111111111111,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTermVectors,63,63,2,380,5,67,380,380,14,3,0,18,18,0,0.2222222222222222,0,20.833333333333332,63,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestThreadSafe,13,13,2,96,1,6,96,96,1,3,0,4,4,0,0,0,11.75,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTimeLimitingCollector,42,42,2,235,1,98,235,235,10,12,0,17,17,0,0.47058823529411764,0,11.823529411764707,42,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTopDocsCollector,25,25,2,116,1,47,116,116,10,4,0,11,11,0,0.09090909090909091,0,6.818181818181818,25,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTopDocsMerge,8,8,2,194,1,1,194,194,1,0,0,2,2,0,0,0,88.5,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestTopScoreDocCollector,3,3,2,30,1,0,30,30,1,0,0,1,1,0,0,0,28,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestWildcard,31,31,2,235,4,55,235,235,9,0,0,11,11,0,0,0,20.90909090909091,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.TestWildcardRandom,18,18,2,83,1,9,83,83,4,3,0,6,6,0,0.3333333333333333,0,12.5,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.function.FunctionTestSetup,17,17,2,93,8,17,93,93,1,9,6,7,7,0,0.14285714285714285,0,10.857142857142858,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.function.TestCustomScoreQuery,33,33,2,229,1,55,229,229,7,0,0,11,11,0,0.45454545454545453,0,13.272727272727273,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.function.TestDocValues,3,3,2,59,1,3,59,59,3,0,0,3,3,0,0,0,12,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.function.TestFieldScoreQuery,49,49,2,174,1,136,174,174,14,0,0,17,17,0,0.7647058823529411,0,9.941176470588236,49,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.function.TestOrdValues,38,38,2,194,1,66,194,194,9,0,0,12,12,0,0.5833333333333334,0,15.75,38,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.payloads.PayloadHelper,6,6,1,77,126,0,77,77,1,7,0,2,2,4,0.5,0,13.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.payloads.TestPayloadExplanations,17,17,2,53,1,15,53,53,5,1,0,6,6,0,0.16666666666666666,0,7,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.payloads.TestPayloadNearQuery,31,31,2,232,1,0,232,232,10,6,0,12,12,0,0.25,0,13.166666666666666,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.payloads.TestPayloadTermQuery,25,25,2,208,1,0,208,208,8,7,0,8,8,0,0.125,0,15.875,25,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestBasics,69,69,2,333,1,220,333,333,26,4,0,29,29,0,0.2413793103448276,0,10.172413793103448,69,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestFieldMaskingSpanQuery,41,41,2,187,1,93,187,187,13,3,0,19,19,0,0.3684210526315789,0,9.736842105263158,41,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestNearSpansOrdered,35,35,2,114,1,0,114,114,13,6,0,16,16,2,0.125,0,6.625,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestPayloadSpans,49,49,2,373,1,1,373,373,12,5,0,14,14,0,0,0,22.428571428571427,49,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpanExplanations,60,60,2,135,5,435,135,135,30,0,2,30,30,0,0,0,4.333333333333333,60,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpanExplanationsOfNonMatches,2,2,2,12,1,0,12,12,0,0,0,1,1,0,1,0,7,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpanFirstQuery,2,2,2,24,1,0,24,24,1,0,0,1,1,0,0,0,22,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpanMultiTermQueryWrapper,12,12,2,55,1,0,55,55,6,3,0,6,6,0,0.16666666666666666,0,7.833333333333333,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpans,89,89,2,295,7,785,295,295,27,5,0,42,42,1,0.4523809523809524,0,7,89,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpansAdvanced,14,14,2,92,5,5,92,92,3,5,2,6,6,0,0.3333333333333333,0,13.666666666666666,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.spans.TestSpansAdvanced2,14,14,2,66,1,0,66,66,6,2,0,6,6,0,0.3333333333333333,0,9.833333333333334,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestBufferedIndexInput,29,29,2,234,1,30,234,234,4,2,0,9,9,0,0,0,17.444444444444443,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestByteArrayDataInput,2,2,2,10,1,0,10,10,1,0,0,1,1,0,0,0,8,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestCopyBytes,11,11,2,119,1,3,119,119,2,0,0,3,3,0,0,0,33.333333333333336,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestDirectory,22,22,2,128,7,28,128,128,7,0,0,8,8,0,0.125,0,15.75,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestFileSwitchDirectory,13,13,2,68,1,6,68,68,3,0,0,4,4,0,0.25,0,16.5,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestHugeRamFile,5,5,2,72,1,0,72,72,1,1,0,1,1,0,0,0,47,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestLock,2,2,2,25,13,0,25,25,1,0,0,1,1,0,0,0,11,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestLockFactory,35,35,2,285,6,78,285,285,11,0,0,13,13,0,0,0,12,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestMultiMMap,18,18,2,101,2,13,101,101,5,1,0,6,6,0,0,0,15.833333333333334,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestNRTCachingDirectory,19,19,2,100,1,15,100,100,5,0,0,6,6,0,0,0,16.333333333333332,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestRAMDirectory,26,26,2,119,1,22,119,119,8,4,0,9,9,0,0,0,13.555555555555555,26,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.store.TestWindowsMMap,15,15,2,55,1,10,55,55,4,2,0,5,5,0,0,0,10.2,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestArrayUtil,28,28,2,188,1,66,188,188,10,0,0,12,12,0,0,0,14.416666666666666,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestAttributeSource,18,18,2,183,2,28,183,183,7,0,0,8,8,0,0,0,20.5,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestBitUtil,22,22,2,102,1,28,102,102,3,0,0,8,8,0,0,0,12.5,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestBitVector,31,31,2,166,2,78,166,166,6,0,0,13,13,0,0,0,12.384615384615385,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestCharacterUtils,14,14,2,137,1,21,137,137,7,0,0,7,7,0,0,0,18.857142857142858,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestCloseableThreadLocal,5,5,2,22,1,3,22,22,3,1,0,3,3,1,0,0,4.666666666666667,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestCollectionUtil,11,11,2,83,1,15,83,83,5,0,0,6,6,0,0,0,13.5,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestDoubleBarrelLRUCache,8,8,2,77,1,6,77,77,2,1,0,4,4,0,0.25,0,7.75,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestFieldCacheSanityChecker,16,16,2,88,1,0,88,88,6,5,0,6,6,0,0.16666666666666666,0,13.5,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestFixedBitSet,44,44,2,231,1,105,231,231,5,0,0,15,15,0,0.2,0,15.266666666666667,44,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestIOUtils,5,5,2,65,4,0,65,65,1,0,0,1,1,0,0,0,49,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestIndexableBinaryStringTools,49,49,2,223,1,85,223,223,11,2,0,15,15,0,0.06666666666666667,0,14.6,49,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestNumericUtils,71,71,2,246,9,153,246,246,12,2,0,18,18,2,0,0,14.88888888888889,71,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestOpenBitSet,36,36,2,255,2,136,255,255,4,0,0,17,17,0,0.17647058823529413,0,14.882352941176471,36,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestPagedBytes,6,6,2,37,1,0,37,37,1,0,0,1,1,0,0,0,35,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestPriorityQueue,7,7,2,69,1,10,69,69,4,0,0,5,5,0,0,0,11.6,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestRamUsageEstimator,2,2,2,23,2,0,23,23,1,0,0,1,1,0,0,0,10,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestRecyclingByteBlockAllocator,14,14,2,97,1,10,97,97,5,0,0,5,5,0,0.2,0,18.4,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestSetOnce,10,10,2,58,1,6,58,58,4,0,0,4,4,0,0,0,9,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestSmallFloat,15,15,2,81,1,10,81,81,2,0,0,5,5,0,0.2,0,15.2,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestSortedVIntList,57,57,2,154,1,388,154,154,19,5,0,29,29,0,0.5517241379310345,0,5.068965517241379,57,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestStringIntern,14,14,2,54,1,0,54,54,2,2,0,4,4,0,0.25,0,17.5,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestTwoPhaseCommitTool,18,18,2,108,1,10,108,108,5,0,0,5,5,0,0.2,0,13.2,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestVersion,2,2,2,10,3,0,10,10,1,0,0,1,1,0,0,0,8,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestVersionComparator,1,1,2,26,1,0,26,26,1,0,0,1,1,0,0,0,21,1,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.TestVirtualMethod,6,6,2,71,13,4,71,71,2,2,0,4,4,0,0,0,11.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.util.packed.TestPackedInts,33,33,2,163,1,78,163,163,8,0,0,13,13,0,0.07692307692307693,0,12.384615384615385,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ar.ArabicAnalyzer,15,15,2,95,13,26,95,95,1,3,0,8,8,2,0.25,0,8.25,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ar.ArabicLetterTokenizer,11,11,2,59,26,21,59,59,0,0,0,7,7,0,0.14285714285714285,0,7.571428571428571,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ar.ArabicNormalizationFilter,5,5,2,18,20,1,18,18,1,2,0,2,2,0,0,0,5.5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ar.ArabicNormalizer,5,5,1,60,6,0,60,60,0,17,0,1,1,17,0,0,38,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ar.ArabicStemFilter,6,6,2,24,18,1,24,24,1,3,0,2,2,0,0,0,7.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ar.ArabicStemmer,21,21,1,84,8,10,84,84,0,13,0,5,5,13,0,0,13.2,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.bg.BulgarianAnalyzer,11,11,2,68,18,8,68,68,1,3,0,5,5,2,0,0,7.8,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.bg.BulgarianStemFilter,6,6,2,23,13,1,23,23,1,3,0,2,2,0,0,0,7.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.bg.BulgarianStemmer,7,7,1,29,4,3,29,29,0,0,0,3,3,0,0,0,8,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.br.BrazilianAnalyzer,19,19,2,116,7,35,116,116,1,3,0,11,11,2,0.18181818181818182,0,7.909090909090909,19,0,0,0,0,../../metrics/lucene-3.6.0
